Encoding,Configuration,solve-CPU,solve-Wall,Pre-CPU,Pre-WALL,Name
kmtotalizer,Random_5,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_60_2.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.12,1.2,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.1899999999999977,1.2599999999999967,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.18,1.21,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.16,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Graph,1800,1800,3.97,4.02,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_60_2.wcsp-unsat
kmtotalizer,PAMO+Occur,1800,1800,1.18,1.22,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Natural+PAMO,1800,1800,1.210000000000008,1.300000000000003,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,PAMO,1800,1800,1.06,1.19,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Proximity,1800,1800,0.0,0.16,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Graph,1800,1800,3.49,3.55,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.16,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_1.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.16,1.2,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.2000000000000028,1.2999999999999978,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.18,1.23,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Graph,1800,1800,3.48,3.53,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.19,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_70_1.wcsp-unsat
kmtotalizer,PAMO+Occur,230.73999999999998,230.86,1.18,1.23,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Natural+PAMO,328.27,328.21000000000004,1.0900000000000034,1.2599999999999967,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,PAMO,228.55,228.61,1.14,1.17,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Proximity,228.45,228.41,0.0,0.15,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Graph,1800,1800,3.57,3.62,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.16,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_4.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.19,1.22,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.1799999999999926,1.2699999999999967,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.18,1.21,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Graph,1800,1800,3.53,3.56,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.16,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_4.wcsp-unsat
kmtotalizer,PAMO+Occur,1800,1800,1.08,1.17,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Natural+PAMO,1800,1800,1.0999999999999943,1.290000000000007,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,PAMO,1800,1800,1.06,1.14,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Proximity,1800,1800,0.0,0.16,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Graph,1800,1800,3.51,3.6,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_70_5.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.18,1.22,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.2600000000000051,1.330000000000004,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.18,1.22,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Graph,1800,1800,3.59,3.62,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.19,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_70_5.wcsp-unsat
kmtotalizer,PAMO+Occur,1800,1800,1.12,1.18,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Natural+PAMO,1800,1800,1.1899999999999977,1.310000000000003,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,PAMO,1800,1800,1.18,1.23,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Graph,1800,1800,2.72,2.82,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.1,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_80_1.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.18,1.21,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.1400000000000006,1.2699999999999967,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.18,1.21,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Graph,1800,1800,2.72,2.85,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.19,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_1.wcsp-unsat
kmtotalizer,PAMO+Occur,1800,1800,1.15,1.24,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Natural+PAMO,1800,1800,1.1400000000000006,1.2800000000000056,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,PAMO,1800,1800,1.12,1.19,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Proximity,1800,1800,0.0,0.17,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Graph,1800,1800,2.7,2.81,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.18,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.18,1.22,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.1800000000000068,1.329999999999999,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.1,1.19,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Graph,1800,1800,2.73,2.84,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_3.wcsp-unsat
kmtotalizer,PAMO+Occur,1800,1800,1.1,1.21,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Natural+PAMO,1800,1800,1.1400000000000006,1.2999999999999978,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,PAMO,1800,1800,1.19,1.23,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Graph,1800,1800,2.8,2.86,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.16,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.11,1.21,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.1800000000000068,1.2800000000000018,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.17,1.2,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.15,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Graph,1800,1800,2.78,2.83,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.13,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_80_6.wcsp-unsat
kmtotalizer,PAMO+Occur,1800,1800,1.11,1.2,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Natural+PAMO,1800,1800,1.1299999999999955,1.2600000000000058,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,PAMO,1800,1800,1.13,1.18,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Proximity,1800,1800,0.0,0.14,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Graph,1800,1800,2.18,2.26,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.13,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.18,1.21,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.1800000000000068,1.3199999999999938,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.09,1.2,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.14,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Graph,1800,1800,2.16,2.24,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_4.wcsp-unsat
kmtotalizer,PAMO+Occur,1800,1800,1.11,1.18,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Natural+PAMO,1800,1800,1800,1800,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,PAMO,1800,1800,1.13,1.21,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Proximity,1800,1800,0.0,0.14,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Graph,1800,1800,2.26,2.3,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Occurrence,1800,1800,0,0.17,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Random_1,1800,1800,0,0.13,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Random_2,1800,1800,0,0.12,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Random_3,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,Random_5,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-sat
kmtotalizer,PAMO+Occur,1800,1800,1.05,1.18,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Natural+PAMO,1800,1800,1.1899999999999977,1.2800000000000018,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,PAMO,1800,1800,1.18,1.21,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.14,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Graph,1800,1800,2.26,2.32,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Natural,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Occurrence,1800,1800,0,0.19,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Random_1,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Random_2,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Random_3,1800,1800,0,0.13,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Random_4,1800,1800,0,0.11,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,Random_5,1800,1800,0,0.13,kbtree-kbtree9_7_3_5_90_5.wcsp-unsat
kmtotalizer,PAMO+Occur,0.12,0.21999999999999997,0.0,0.13,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Natural+PAMO,1.07,1.02,0.0,0.1,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,PAMO,0.17,0.22000000000000003,0.0,0.18,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Proximity,0.16,0.21,0.0,0.17,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Graph,0.3099999999999987,0.2699999999999996,18.53,18.61,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Natural,1.06,1.02,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Occurrence,0.5,0.4,0,0.16,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Random_1,53.68,53.65,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Random_2,349.37,349.36,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Random_3,729.35,729.37,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Random_4,141.57,141.56,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,Random_5,12.91,12.87,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-sat
kmtotalizer,PAMO+Occur,1.54,1.4900000000000002,0.0,0.13,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Natural+PAMO,3.33,3.35,0.0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,PAMO,1.63,1.48,0.0,0.18,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Proximity,1.6,1.48,0.0,0.17,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Graph,3.539999999999999,3.6099999999999994,18.67,18.72,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Natural,3.4,3.35,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Occurrence,7.89,7.81,0,0.15,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Random_1,1800,1800,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Random_2,1800,1800,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Random_3,1800,1800,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Random_4,1800,1800,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,Random_5,1800,1800,0,0.08,logic-synthesis-normalized-5xp1.b.opb.msat-unsat
kmtotalizer,PAMO+Occur,9.11,8.99,0.0,0.2,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Natural+PAMO,54.27,54.269999999999996,0.0,0.1,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,PAMO,9.08,8.930000000000001,0.0,0.2,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Proximity,9.11,8.950000000000001,0.0,0.19,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Graph,48.379999999999995,48.370000000000005,22.19,22.22,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Natural,54.73,54.7,0,0.12,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Occurrence,1035.35,1035.27,0,0.18,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Random_1,1800,1800,0,0.1,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Random_2,1800,1800,0,0.1,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Random_3,1800,1800,0,0.12,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Random_4,1800,1800,0,0.1,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,Random_5,1800,1800,0,0.12,logic-synthesis-normalized-alu4.b.opb.msat-sat
kmtotalizer,PAMO+Occur,1800,1800,0.0,0.2,logic-synthesis-normalized-alu4.b.opb.msat-unsat
kmtotalizer,Natural+PAMO,1800,1800,0.01999999999999602,0.25999999999999657,logic-synthesis-normalized-alu4.b.opb.msat-unsat
kmtotalizer,PAMO,1800,1800,0.0,0.19,logic-synthesis-normalized-alu4.b.opb.msat-unsat
kmtotalizer,Proximity,1800,1800,0.0,0.2,logic-synthesis-normalized-alu4.b.opb.msat-unsat
