Encoding,Configuration,solve-CPU,solve-Wall,Pre-CPU,Pre-WALL,Name
kmtotalizer,Occurrence,1800,1800,1.71,1.73,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1-unsat
kmtotalizer,Random_1,1800,1800,1.62,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1-unsat
kmtotalizer,Random_2,1800,1800,1.61,1.62,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1-unsat
kmtotalizer,Random_3,1800,1800,1.59,1.62,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1-unsat
kmtotalizer,Random_4,1800,1800,1.62,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1-unsat
kmtotalizer,Random_5,1800,1800,1.55,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1-unsat
kmtotalizer,PAMO+Occur,943.45,943.5600000000001,45.14,45.18,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Natural+PAMO,1041.3,1041.28,46.64000000000001,46.779999999999994,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,PAMO,942.58,942.5500000000001,45.05,45.15,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Proximity,964.63,964.87,44.38,44.45,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Graph,100.59000000000003,100.57,319.2,319.35,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Natural,1800,1800,1.51,1.57,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Occurrence,1800,1800,1.83,1.89,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Random_1,1800,1800,1.7,1.78,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Random_2,1800,1800,1.76,1.78,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Random_3,1331.04,1331.12,1.76,1.78,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Random_4,992.44,992.48,1.71,1.79,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,Random_5,1402.35,1402.38,1.69,1.78,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-sat
kmtotalizer,PAMO+Occur,1800,1800,44.98,45.08,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Natural+PAMO,1800,1800,46.459999999999994,46.51999999999999,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,PAMO,1800,1800,45.02,45.09,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Proximity,1800,1800,44.29,44.33,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Graph,254.70000000000005,254.66000000000003,316.12,316.31,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Natural,1800,1800,1.37,1.41,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Occurrence,1800,1800,1.73,1.75,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Random_1,1800,1800,1.55,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Random_2,1800,1800,1.62,1.66,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Random_3,1800,1800,1.63,1.65,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Random_4,1800,1800,1.54,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,Random_5,1800,1800,1.55,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_2_10_2-unsat
kmtotalizer,PAMO+Occur,292.95,292.98,44.81,44.87,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Natural+PAMO,390.8500000000001,390.80999999999995,46.12999999999998,46.260000000000005,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,PAMO,294.03999999999996,294.11,44.86,44.91,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Proximity,289.78999999999996,289.76,44.04,44.11,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Graph,48.19,48.120000000000005,318.47,318.6,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Natural,1800,1800,1.36,1.41,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Occurrence,1800,1800,1.66,1.74,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Random_1,1800,1800,1.54,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Random_2,1800,1800,1.53,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Random_3,1800,1800,1.56,1.65,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Random_4,1800,1800,1.6,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,Random_5,1800,1800,1.63,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-sat
kmtotalizer,PAMO+Occur,73.74,73.79,44.67,44.69,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Natural+PAMO,177.24,177.29,46.57000000000001,46.650000000000006,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,PAMO,73.41,73.46000000000001,44.66,44.73,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Proximity,73.9,73.83000000000001,43.87,43.96,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Graph,24.879999999999995,24.930000000000007,318.75,318.87,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Natural,1800,1800,1.21,1.26,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Occurrence,1800,1800,1.5,1.58,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Random_1,1800,1800,1.43,1.47,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Random_2,1800,1800,1.43,1.48,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Random_3,1800,1800,1.46,1.48,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Random_4,1800,1800,1.46,1.48,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,Random_5,1800,1800,1.38,1.47,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0-unsat
kmtotalizer,PAMO+Occur,116.6,116.54999999999998,44.54,44.62,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Natural+PAMO,218.55,218.77999999999997,46.059999999999995,45.989999999999995,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,PAMO,117.86000000000001,117.84,44.48,44.59,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Proximity,116.38,116.4,43.87,43.9,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Graph,55.379999999999995,55.420000000000016,313.22,313.27,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Natural,1118.28,1118.3,1.37,1.43,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Occurrence,1800,1800,1.66,1.74,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Random_1,1800,1800,1.59,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Random_2,1800,1800,1.56,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Random_3,1800,1800,1.59,1.66,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Random_4,1800,1800,1.6,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,Random_5,1800,1800,1.6,1.66,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-sat
kmtotalizer,PAMO+Occur,113.48000000000002,113.55000000000001,44.48,44.51,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Natural+PAMO,210.78,210.85999999999999,45.77,45.83000000000001,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,PAMO,110.67,110.67999999999998,44.45,44.49,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Proximity,111.31,111.35,43.71,43.75,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Graph,68.40999999999997,68.34999999999997,312.6,312.72,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Natural,1800,1800,1.2,1.25,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Occurrence,1800,1800,1.53,1.58,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Random_1,1800,1800,1.38,1.47,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Random_2,1800,1800,1.46,1.48,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Random_3,1800,1800,1.46,1.5,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Random_4,1800,1800,1.45,1.47,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,Random_5,1800,1800,1.44,1.49,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2-unsat
kmtotalizer,PAMO+Occur,1166.41,1166.48,44.81,44.87,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Natural+PAMO,1262.83,1262.88,46.180000000000014,46.25000000000001,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,PAMO,1170.8700000000001,1171.22,44.82,44.86,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Proximity,1161.73,1161.76,44.0,44.1,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Graph,91.54000000000002,91.5,315.4,315.5,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Natural,1800,1800,1.36,1.42,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Occurrence,1800,1800,1.71,1.74,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Random_1,1800,1800,1.61,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Random_2,1800,1800,1.63,1.65,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Random_3,1800,1800,1.65,1.68,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Random_4,1800,1800,1.53,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,Random_5,1800,1800,1.63,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-sat
kmtotalizer,PAMO+Occur,366.5,366.49,44.7,44.8,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Natural+PAMO,474.9,475.06,46.260000000000005,46.290000000000006,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,PAMO,373.85,373.97,44.78,44.83,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Proximity,367.0,367.03999999999996,44.05,44.1,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Graph,95.26999999999998,95.25,313.18,313.26,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Natural,1800,1800,1.37,1.4,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Occurrence,1800,1800,1.66,1.75,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Random_1,1800,1800,1.57,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Random_2,1800,1800,1.61,1.65,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Random_3,1800,1800,1.55,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Random_4,1800,1800,1.54,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,Random_5,1800,1800,1.54,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_4-unsat
kmtotalizer,PAMO+Occur,99.53,99.52000000000001,44.98,45.03,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Natural+PAMO,199.5,199.47000000000003,46.45999999999999,46.55,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,PAMO,100.19999999999999,100.22,44.96,45.04,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Proximity,101.77000000000001,101.79,44.26,44.33,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Graph,89.75999999999999,89.70999999999998,318.11,318.3,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Natural,1800,1800,1.51,1.57,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Occurrence,1800,1800,1.81,1.91,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Random_1,1800,1800,1.71,1.8,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Random_2,1800,1800,1.72,1.78,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Random_3,1800,1800,1.74,1.78,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Random_4,1800,1800,1.73,1.77,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,Random_5,1154.17,1154.2,1.74,1.78,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-sat
kmtotalizer,PAMO+Occur,73.52,73.55000000000001,44.94,44.99,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Natural+PAMO,173.37,173.37,46.279999999999994,46.36,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,PAMO,73.6,73.59,44.78,44.87,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Proximity,73.53,73.52000000000001,44.12,44.15,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Graph,46.68000000000001,46.69,314.25,314.32,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Natural,1800,1800,1.36,1.41,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Occurrence,1800,1800,1.72,1.76,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Random_1,1800,1800,1.63,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Random_2,1800,1800,1.55,1.65,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Random_3,1800,1800,1.61,1.64,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Random_4,1800,1800,1.63,1.65,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,Random_5,1800,1800,1.61,1.63,extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_4-unsat
kmtotalizer,PAMO+Occur,0.8999999999999999,0.8999999999999999,3.47,3.57,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Natural+PAMO,2.8800000000000003,2.84,0.61,0.68,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,PAMO,0.9000000000000004,0.9000000000000004,3.46,3.54,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Proximity,0.9099999999999999,0.9000000000000004,1.97,2.01,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Graph,0.030000000000001137,0.21000000000000796,212.22,212.32,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Natural,2.8,2.85,0.61,0.64,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Occurrence,5.47,5.43,0.8,0.91,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Random_1,0.04,0.3,0.63,0.68,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Random_2,5.06,5.08,0.63,0.68,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Random_3,6.29,6.37,0.67,0.68,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Random_4,6.09,6.06,0.62,0.68,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,Random_5,2.19,2.2,0.61,0.68,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-sat
kmtotalizer,PAMO+Occur,3.25,3.24,3.46,3.51,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Natural+PAMO,103.22999999999999,103.21000000000001,4.070000000000008,4.149999999999995,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,PAMO,3.13,3.1500000000000004,3.45,3.5,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Proximity,3.1799999999999997,3.17,1.96,2.0,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Graph,2.490000000000009,2.5,210.07,210.11,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Natural,1800,1800,0.61,0.62,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Occurrence,1800,1800,0.79,0.89,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Random_1,1800,1800,0.62,0.65,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Random_2,1800,1800,0.61,0.66,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Random_3,1800,1800,0.6,0.66,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Random_4,1800,1800,0.63,0.66,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,Random_5,1800,1800,0.61,0.65,extension-enforcement-extension-enforcement_strict_com_100_0.05_4_20_3-unsat
kmtotalizer,PAMO+Occur,1.0,1.0100000000000016,16.47,16.56,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Natural+PAMO,101.01,101.05000000000001,18.159999999999997,18.239999999999995,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,PAMO,1.0,1.0100000000000016,16.5,16.59,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Proximity,1.0599999999999987,1.0200000000000014,8.38,8.44,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Graph,1.3199999999999932,1.3199999999999932,309.27,309.31,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Natural,1800,1800,1.51,1.58,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Occurrence,1800,1800,2.08,2.13,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Random_1,1800,1800,1.59,1.69,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Random_2,1800,1800,1.68,1.71,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Random_3,1800,1800,1.67,1.7,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Random_4,1800,1800,1.68,1.69,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,Random_5,1800,1800,1.67,1.69,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-sat
kmtotalizer,PAMO+Occur,55.74000000000001,55.67,16.52,16.64,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Natural+PAMO,155.63,155.64,32.93,18.259999999999998,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,PAMO,56.760000000000005,56.78999999999999,16.72,16.76,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Proximity,56.230000000000004,56.24,8.39,8.43,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Graph,46.02999999999997,46.04000000000002,309.35,309.4,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Natural,1800,1800,1.54,1.58,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Occurrence,1800,1800,2.05,2.1,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Random_1,1800,1800,1.67,1.7,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Random_2,1800,1800,1.67,1.7,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Random_3,1800,1800,1.67,1.7,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Random_4,1800,1800,1.67,1.69,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,Random_5,1800,1800,1.68,1.69,extension-enforcement-extension-enforcement_strict_com_150_0.05_0_15_2-unsat
kmtotalizer,PAMO+Occur,1.3900000000000006,1.3900000000000006,17.16,17.27,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Natural+PAMO,22.93,22.950000000000003,1.97,2.01,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,PAMO,1.4100000000000001,1.4200000000000017,17.56,17.61,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Proximity,1.3699999999999992,1.419999999999999,7.9,7.95,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Graph,0.9399999999999977,0.9300000000000068,324.21,324.31,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Natural,22.94,22.96,1.81,1.85,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Occurrence,45.91,45.98,2.52,2.56,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Random_1,15.02,15.06,1.92,1.94,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Random_2,26.98,27.02,1.92,1.94,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Random_3,41.59,41.65,1.9,1.94,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Random_4,23.91,23.95,1.9,1.92,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,Random_5,72.07,72.13,1.93,1.94,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-sat
kmtotalizer,PAMO+Occur,1800,1800,17.37,17.43,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Natural+PAMO,1800,1800,19.540000000000003,19.599999999999998,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,PAMO,1800,1800,17.47,17.56,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Proximity,1800,1800,7.89,7.91,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Graph,1800,1800,313.63,313.75,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Natural,1800,1800,1.83,1.85,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Occurrence,1800,1800,2.47,2.55,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Random_1,1800,1800,1.85,1.93,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Random_2,1800,1800,1.9,1.95,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Random_3,1800,1800,1.89,1.93,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Random_4,1800,1800,1.92,1.95,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,Random_5,1800,1800,1.89,1.93,extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_2-unsat
kmtotalizer,PAMO+Occur,0.41999999999999993,0.4399999999999995,13.47,13.51,extension-enforcement-extension-enforcement_strict_com_150_0.3_3_8_3-sat
kmtotalizer,Natural+PAMO,0.010000000000000009,0.18999999999999995,1.2,1.22,extension-enforcement-extension-enforcement_strict_com_150_0.3_3_8_3-sat
kmtotalizer,PAMO,0.41999999999999993,0.4399999999999995,13.46,13.51,extension-enforcement-extension-enforcement_strict_com_150_0.3_3_8_3-sat
