Encoding,Configuration,solve-CPU,solve-Wall,Pre-CPU,Pre-WALL,Name
cardnetwork,Random_2,0.72,0.72,4.85,4.89,gen-hyper-tw-GenHyperTW_dubois28-unsat
cardnetwork,Random_3,0.67,0.67,4.84,4.88,gen-hyper-tw-GenHyperTW_dubois28-unsat
cardnetwork,Random_4,0.49,0.57,4.91,4.95,gen-hyper-tw-GenHyperTW_dubois28-unsat
cardnetwork,Random_5,0.59,0.65,4.9,4.92,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,PAMO+Occur,0.7199999999999998,0.75,5.91,5.95,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Proximity,0.6899999999999977,0.6899999999999977,414.29,414.39,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Natural,0.71,0.74,3.19,3.2,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Occurrence,0.78,0.74,5.44,5.51,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Random_1,0.71,0.68,4.85,4.9,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Random_2,0.71,0.73,4.86,4.9,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Random_3,0.67,0.67,4.86,4.9,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Random_4,0.6,0.63,4.91,4.93,gen-hyper-tw-GenHyperTW_dubois28-unsat
sortnetwork,Random_5,0.68,0.65,4.86,4.93,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,PAMO+Occur,0.6899999999999995,0.6600000000000001,5.86,5.91,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Proximity,0.7199999999999704,0.6899999999999977,412.86,412.92,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Natural,0.63,0.68,3.16,3.22,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Occurrence,0.74,0.7,5.43,5.53,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Random_1,0.63,0.69,4.96,5,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Random_2,0.61,0.62,4.95,4.99,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Random_3,0.57,0.65,4.99,5.02,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Random_4,0.58,0.65,4.88,4.94,gen-hyper-tw-GenHyperTW_dubois28-unsat
sequential,Random_5,0.7,0.69,4.84,4.94,gen-hyper-tw-GenHyperTW_dubois28-unsat
kmtotalizer,PAMO+Occur,110.58,110.67999999999999,6.39,6.45,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Proximity,334.72999999999996,334.71999999999997,430.29,430.45,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Natural,109.17,109.19,3.3,3.38,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Occurrence,108.96,108.98,5.81,5.84,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Random_1,302.49,302.45,5.08,5.16,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Random_2,440.1,440.06,5.08,5.18,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Random_3,288.81,288.85,5.24,5.25,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Random_4,298.91,298.91,5.16,5.23,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,Random_5,290.69,290.68,5.13,5.21,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,PAMO+Occur,260.07,260.05,6.3,6.36,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Proximity,281.48999999999995,281.46000000000004,440.68,440.86,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Natural,264.4,264.43,3.3,3.36,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Occurrence,260.63,260.6,5.72,5.8,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Random_1,259.13,259.11,5.14,5.24,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Random_2,281.8,281.85,5.17,5.25,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Random_3,299.44,299.44,5.2,5.23,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Random_4,287.5,287.58,5.16,5.18,gen-hyper-tw-GenHyperTW_dubois29-sat
mtotalizer,Random_5,332.29,332.34,5.18,5.23,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,PAMO+Occur,298.57,298.53999999999996,6.29,6.36,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Proximity,320.6,320.63,430.65,430.72,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Natural,298.69,298.69,3.29,3.39,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Occurrence,303.03,303.15,5.79,5.83,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Random_1,251.98,251.94,5.18,5.27,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Random_2,331.03,331.12,5.17,5.21,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Random_3,307.59,307.62,5.18,5.21,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Random_4,99.86,99.9,5.2,5.23,gen-hyper-tw-GenHyperTW_dubois29-sat
cardnetwork,Random_5,257.37,257.34,5.11,5.17,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,PAMO+Occur,265.54,265.62,6.38,6.44,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Proximity,276.71999999999997,276.77,429.18,429.24,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Natural,265.91,266.05,3.49,3.5,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Occurrence,261.02,261.04,5.87,5.89,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Random_1,357.66,357.63,5.3,5.4,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Random_2,111.23,111.27,5.32,5.34,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Random_3,282.95,283.05,5.38,5.4,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Random_4,96.77,96.79,5.3,5.33,gen-hyper-tw-GenHyperTW_dubois29-sat
sortnetwork,Random_5,303.6,303.61,5.33,5.37,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,PAMO+Occur,319.43,319.57000000000005,6.38,6.4,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Proximity,340.51000000000005,340.53,430.46,430.5,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Natural,317.74,317.73,3.37,3.45,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Occurrence,317.25,317.27,5.79,5.88,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Random_1,278.57,278.61,5.26,5.3,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Random_2,293.48,293.49,5.28,5.32,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Random_3,275.2,275.27,5.22,5.28,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Random_4,280.52,280.57,5.34,5.41,gen-hyper-tw-GenHyperTW_dubois29-sat
sequential,Random_5,302,302.1,5.18,5.29,gen-hyper-tw-GenHyperTW_dubois29-sat
kmtotalizer,PAMO+Occur,0.79,0.7700000000000005,6.25,6.38,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Proximity,0.7700000000000387,0.7599999999999909,429.95,430.04,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Natural,0.67,0.75,3.36,3.37,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Occurrence,0.71,0.77,5.78,5.81,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Random_1,0.71,0.78,5.18,5.19,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Random_2,0.68,0.76,5.2,5.21,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Random_3,0.86,0.81,5.1,5.18,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Random_4,0.74,0.77,5.16,5.23,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,Random_5,0.78,0.77,5.09,5.2,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,PAMO+Occur,0.71,0.7800000000000002,6.38,6.39,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Proximity,0.8000000000000114,0.7599999999999909,440.59,440.76,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Natural,0.8,0.77,3.3,3.38,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Occurrence,0.71,0.77,5.76,5.79,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Random_1,0.7,0.77,5.18,5.19,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Random_2,0.91,0.85,5.09,5.19,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Random_3,0.74,0.8,5.21,5.22,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Random_4,0.71,0.76,5.17,5.19,gen-hyper-tw-GenHyperTW_dubois29-unsat
mtotalizer,Random_5,0.8,0.76,5.09,5.16,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,PAMO+Occur,0.9000000000000004,0.8800000000000008,6.27,6.35,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Proximity,0.8899999999999864,0.9000000000000341,430.36,430.4,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Natural,0.89,0.89,3.35,3.38,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Occurrence,0.82,0.89,5.81,5.83,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Random_1,0.7,0.81,5.18,5.19,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Random_2,0.68,0.74,5.2,5.22,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Random_3,0.88,0.89,5.18,5.2,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Random_4,0.73,0.78,5.21,5.23,gen-hyper-tw-GenHyperTW_dubois29-unsat
cardnetwork,Random_5,0.74,0.71,5.13,5.21,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,PAMO+Occur,0.8000000000000007,0.8499999999999996,8.27,6.45,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Proximity,0.8999999999999773,0.8899999999999864,436.72,436.86,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Natural,0.88,0.85,3.38,3.47,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Occurrence,0.92,0.88,5.86,5.96,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Random_1,0.76,0.81,5.3,5.37,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Random_2,0.79,0.77,5.29,5.33,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Random_3,0.88,0.89,5.3,5.37,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Random_4,0.84,0.8,5.27,5.33,gen-hyper-tw-GenHyperTW_dubois29-unsat
sortnetwork,Random_5,0.82,0.77,5.27,5.35,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,PAMO+Occur,0.8099999999999996,0.8399999999999999,6.37,6.42,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Proximity,0.8599999999999568,0.8500000000000227,430.47,430.53,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Natural,0.82,0.83,3.34,3.43,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Occurrence,0.79,0.82,5.75,5.87,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Random_1,0.79,0.82,5.17,5.25,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Random_2,0.79,0.81,5.26,5.31,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Random_3,0.79,0.83,5.16,5.26,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Random_4,0.77,0.82,5.25,5.3,gen-hyper-tw-GenHyperTW_dubois29-unsat
sequential,Random_5,0.79,0.77,5.27,5.35,gen-hyper-tw-GenHyperTW_dubois29-unsat
kmtotalizer,PAMO+Occur,4.199999999999999,4.25,22.78,22.81,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Proximity,4.279999999999999,4.25,0.98,1.05,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Natural,2.38,2.27,0,0.16,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Occurrence,2.56,2.29,0,0.32,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Random_1,1.8,1.65,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Random_2,1.79,1.59,0,0.22,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Random_3,6.12,5.94,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Random_4,5.7,5.56,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,Random_5,5.09,4.97,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,PAMO+Occur,1.509999999999998,1.4600000000000009,22.57,22.65,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Proximity,1.49,1.49,0.99,1.05,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Natural,5.09,5,0,0.16,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Occurrence,5.26,5,0,0.32,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Random_1,5.27,5.14,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Random_2,4.96,4.81,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Random_3,2.11,2.02,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Random_4,7.13,6.96,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
mtotalizer,Random_5,5.09,4.93,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,PAMO+Occur,1.6500000000000021,1.6499999999999986,22.9,23.0,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Proximity,1.65,1.6199999999999999,1.0,1.05,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Natural,2.09,2.02,0,0.16,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Occurrence,2.29,2.01,0,0.32,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Random_1,1.66,1.49,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Random_2,17.56,17.41,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Random_3,5.26,5.1,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Random_4,1.83,1.69,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
cardnetwork,Random_5,1.81,1.65,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,PAMO+Occur,6.68,6.68,22.69,22.72,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Proximity,6.609999999999999,6.640000000000001,0.98,1.06,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Natural,5.5,5.42,0,0.16,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Occurrence,5.71,5.47,0,0.32,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Random_1,1.68,1.53,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Random_2,1.91,1.73,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Random_3,1.88,1.71,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Random_4,6.59,6.42,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sortnetwork,Random_5,1.98,1.8,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,PAMO+Occur,4.75,4.73,22.62,22.7,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Proximity,4.68,4.7,0.99,1.08,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Natural,1.81,1.7,0,0.17,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Occurrence,1.96,1.68,0,0.32,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Random_1,1.66,1.53,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Random_2,2.12,1.94,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Random_3,5.27,5.09,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Random_4,2.11,1.93,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
sequential,Random_5,5.26,5.1,0,0.2,gen-hyper-tw-GenHyperTW_grid5-sat
kmtotalizer,PAMO+Occur,1.4600000000000009,1.5500000000000007,22.99,23.02,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Proximity,1.5899999999999999,1.57,0.98,1.05,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Natural,1.58,1.49,0,0.17,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Occurrence,1.79,1.52,0,0.32,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Random_1,1.36,1.2,0,0.22,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Random_2,1.35,1.22,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Random_3,2.25,2.08,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Random_4,1.49,1.32,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,Random_5,1.36,1.19,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,PAMO+Occur,1.4600000000000009,1.4400000000000013,22.52,22.59,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Proximity,1.4000000000000001,1.45,1.03,1.05,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Natural,1.54,1.42,0,0.17,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Occurrence,1.66,1.42,0,0.32,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Random_1,1.76,1.59,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Random_2,1.68,1.57,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Random_3,1.76,1.59,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Random_4,1.53,1.42,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
mtotalizer,Random_5,1.55,1.44,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,PAMO+Occur,1.0999999999999979,1.1199999999999974,22.67,22.71,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Proximity,1.19,1.1500000000000001,0.98,1.05,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Natural,1.36,1.26,0,0.16,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Occurrence,1.49,1.25,0,0.32,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Random_1,1.11,0.99,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Random_2,1.16,0.99,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Random_3,1.67,1.52,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Random_4,1.18,1.02,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
cardnetwork,Random_5,1.6,1.46,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,PAMO+Occur,1.0700000000000003,1.0800000000000018,22.8,22.84,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Proximity,1.11,1.0799999999999998,0.99,1.05,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Natural,1.49,1.35,0,0.17,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Occurrence,1.6,1.32,0,0.34,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Random_1,1.5,1.32,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Random_2,1.49,1.33,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Random_3,1.35,1.26,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Random_4,1.5,1.34,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sortnetwork,Random_5,1.5,1.32,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,PAMO+Occur,1.5799999999999983,1.5299999999999976,22.76,22.87,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Proximity,1.63,1.57,0.96,1.05,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Natural,1.7,1.59,0,0.16,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Occurrence,1.91,1.62,0,0.32,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Random_1,1.47,1.3,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Random_2,1.67,1.53,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Random_3,1.79,1.61,0,0.23,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Random_4,1.79,1.64,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
sequential,Random_5,1.46,1.29,0,0.2,gen-hyper-tw-GenHyperTW_grid5-unsat
kmtotalizer,PAMO+Occur,1800,1800,2.24,2.36,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Proximity,1800,1800,2.28,2.37,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Natural,1800,1800,1.67,1.74,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Occurrence,1800,1800,1.87,1.9,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Random_1,1800,1800,1.77,1.78,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Random_2,1800,1800,1.75,1.77,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Random_3,1800,1800,1.68,1.77,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Random_4,1800,1800,1.75,1.77,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,Random_5,1800,1800,1.76,1.77,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,PAMO+Occur,1800,1800,4.36,4.46,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Proximity,1800,1800,4.4,4.43,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Natural,1800,1800,3.78,3.84,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Occurrence,1800,1800,3.93,4,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Random_1,1800,1800,3.83,3.87,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Random_2,1800,1800,3.81,3.89,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Random_3,1800,1800,3.83,3.9,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Random_4,1800,1800,3.85,3.88,HaplotypeAssembly-splitedReads_0.matrix-sat
mtotalizer,Random_5,1800,1800,3.83,3.85,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,PAMO+Occur,1800,1800,3.58,3.65,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Proximity,1800,1800,3.57,3.63,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Natural,1800,1800,2.99,3.06,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Occurrence,1800,1800,3.12,3.18,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Random_1,1800,1800,3.03,3.08,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Random_2,1800,1800,3.01,3.08,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Random_3,1800,1800,3.02,3.08,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Random_4,1800,1800,3.04,3.08,HaplotypeAssembly-splitedReads_0.matrix-sat
cardnetwork,Random_5,1800,1800,3.03,3.08,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,PAMO+Occur,1800,1800,6.07,6.11,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Proximity,1800,1800,5.98,6.05,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Natural,1800,1800,5.5,5.52,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Occurrence,1800,1800,5.68,5.76,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Random_1,1800,1800,5.42,5.52,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Random_2,1800,1800,5.42,5.52,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Random_3,1800,1800,5.51,5.53,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Random_4,1800,1800,5.51,5.54,HaplotypeAssembly-splitedReads_0.matrix-sat
sortnetwork,Random_5,1800,1800,5.49,5.53,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,PAMO+Occur,1800,1800,87.6,87.67,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Proximity,1800,1800,88.09,88.12,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Natural,1800,1800,88.38,88.46,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Occurrence,1800,1800,88.06,88.15,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Random_1,1800,1800,87.2,87.24,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Random_2,1800,1800,87.89,87.97,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Random_3,1800,1800,88,88.07,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Random_4,1800,1800,87.39,87.47,HaplotypeAssembly-splitedReads_0.matrix-sat
sequential,Random_5,1800,1800,87.45,87.49,HaplotypeAssembly-splitedReads_0.matrix-sat
kmtotalizer,PAMO+Occur,1800,1800,2.27,2.34,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Proximity,1800,1800,2.31,2.35,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Natural,1800,1800,1.67,1.74,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Occurrence,1800,1800,1.8,1.88,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Random_1,1800,1800,1.67,1.77,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Random_2,1800,1800,1.76,1.78,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Random_3,1800,1800,1.74,1.77,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Random_4,1800,1800,1.77,1.78,HaplotypeAssembly-splitedReads_0.matrix-unsat
kmtotalizer,Random_5,1800,1800,1.75,1.77,HaplotypeAssembly-splitedReads_0.matrix-unsat
mtotalizer,PAMO+Occur,1800,1800,4.42,4.45,HaplotypeAssembly-splitedReads_0.matrix-unsat
